B1004,B1006_NAM,B1008,B2001,B2002,B2005,B2020,B3014
ALB_2005,Albania,2005,47,2,2,1,5
ALB_2005,Albania,2005,61,1,2,4,5
ALB_2005,Albania,2005,77,2,2,5,5
ALB_2005,Albania,2005,21,1,2,5,3
ALB_2005,Albania,2005,71,1,2,5,5
ALB_2005,Albania,2005,55,1,2,3,5
ALB_2005,Albania,2005,70,1,2,3,5
ALB_2005,Albania,2005,30,1,2,3,5
ALB_2005,Albania,2005,67,1,2,3,4
ALB_2005,Albania,2005,40,2,2,4,3
ALB_2005,Albania,2005,58,2,2,2,5
ALB_2005,Albania,2005,57,2,2,5,5
ALB_2005,Albania,2005,47,1,2,3,1
ALB_2005,Albania,2005,49,1,2,2,5
ALB_2005,Albania,2005,36,2,2,4,2
ALB_2005,Albania,2005,40,1,2,5,5
ALB_2005,Albania,2005,49,1,2,4,4
ALB_2005,Albania,2005,52,1,2,5,1
ALB_2005,Albania,2005,24,1,2,4,5
ALB_2005,Albania,2005,41,1,2,3,5
ALB_2005,Albania,2005,32,2,2,5,1
ALB_2005,Albania,2005,26,1,2,5,1
ALB_2005,Albania,2005,41,1,2,1,5
ALB_2005,Albania,2005,32,2,2,3,1
ALB_2005,Albania,2005,42,1,2,5,3
ALB_2005,Albania,2005,63,1,2,3,4
ALB_2005,Albania,2005,34,1,2,3,5
ALB_2005,Albania,2005,20,2,2,3,5
ALB_2005,Albania,2005,41,2,2,5,4
ALB_2005,Albania,2005,32,1,2,5,5
ALB_2005,Albania,2005,41,1,1,1,5
ALB_2005,Albania,2005,33,2,1,2,5
ALB_2005,Albania,2005,60,1,2,2,5
ALB_2005,Albania,2005,63,1,2,3,3
ALB_2005,Albania,2005,64,1,2,1,3
ALB_2005,Albania,2005,40,2,NA,3,2
ALB_2005,Albania,2005,47,2,2,5,3
ALB_2005,Albania,2005,58,1,2,1,5
ALB_2005,Albania,2005,36,2,2,5,5
ALB_2005,Albania,2005,39,1,2,5,2
ALB_2005,Albania,2005,43,2,2,4,4
ALB_2005,Albania,2005,43,1,2,3,5
ALB_2005,Albania,2005,44,1,2,1,5
ALB_2005,Albania,2005,20,2,2,3,4
ALB_2005,Albania,2005,46,2,2,3,4
ALB_2005,Albania,2005,34,1,2,3,5
ALB_2005,Albania,2005,43,2,2,5,3
ALB_2005,Albania,2005,20,2,2,3,5
ALB_2005,Albania,2005,50,2,2,1,4
ALB_2005,Albania,2005,34,2,2,4,5
ALB_2005,Albania,2005,35,2,2,4,3
ALB_2005,Albania,2005,53,2,2,5,5
ALB_2005,Albania,2005,47,1,2,5,5
ALB_2005,Albania,2005,20,2,2,5,3
ALB_2005,Albania,2005,46,1,2,NA,5
ALB_2005,Albania,2005,38,1,2,4,5
ALB_2005,Albania,2005,36,1,NA,4,3
ALB_2005,Albania,2005,22,1,2,5,5
ALB_2005,Albania,2005,54,1,2,5,5
ALB_2005,Albania,2005,40,1,2,4,5
ALB_2005,Albania,2005,45,1,2,5,5
ALB_2005,Albania,2005,21,1,2,5,3
ALB_2005,Albania,2005,78,1,2,4,5
ALB_2005,Albania,2005,72,1,2,3,5
ALB_2005,Albania,2005,71,2,1,4,5
ALB_2005,Albania,2005,23,2,2,2,5
ALB_2005,Albania,2005,33,1,2,2,5
ALB_2005,Albania,2005,46,1,2,4,4
ALB_2005,Albania,2005,24,1,2,4,3
ALB_2005,Albania,2005,50,1,2,4,5
ALB_2005,Albania,2005,44,1,2,3,5
ALB_2005,Albania,2005,20,2,2,3,5
ALB_2005,Albania,2005,35,1,2,2,1
ALB_2005,Albania,2005,38,1,2,3,1
ALB_2005,Albania,2005,37,2,2,NA,1
ALB_2005,Albania,2005,25,1,2,5,5
ALB_2005,Albania,2005,24,2,2,5,5
ALB_2005,Albania,2005,40,1,2,2,5
ALB_2005,Albania,2005,71,1,2,2,3
ALB_2005,Albania,2005,70,2,2,3,5
ALB_2005,Albania,2005,21,2,2,3,5
ALB_2005,Albania,2005,31,1,2,5,5
ALB_2005,Albania,2005,28,2,2,5,5
ALB_2005,Albania,2005,74,2,2,2,5
ALB_2005,Albania,2005,71,2,2,5,5
ALB_2005,Albania,2005,35,2,2,3,5
ALB_2005,Albania,2005,37,2,2,3,5
ALB_2005,Albania,2005,71,1,1,3,5
ALB_2005,Albania,2005,21,1,2,5,5
ALB_2005,Albania,2005,36,2,2,5,5
ALB_2005,Albania,2005,50,1,2,3,5
ALB_2005,Albania,2005,36,2,2,5,2
ALB_2005,Albania,2005,23,1,2,1,2
ALB_2005,Albania,2005,66,1,2,3,5
ALB_2005,Albania,2005,19,1,NA,5,5
ALB_2005,Albania,2005,28,2,2,4,5
ALB_2005,Albania,2005,61,2,2,3,5
ALB_2005,Albania,2005,19,2,2,4,5
ALB_2005,Albania,2005,34,2,2,3,1
ALB_2005,Albania,2005,57,2,2,1,5
ALB_2005,Albania,2005,22,2,2,2,5
ALB_2005,Albania,2005,43,2,2,3,5
ALB_2005,Albania,2005,42,1,2,1,4
ALB_2005,Albania,2005,44,1,2,1,3
ALB_2005,Albania,2005,50,1,2,1,2
ALB_2005,Albania,2005,36,1,2,3,3
ALB_2005,Albania,2005,56,1,2,2,2
ALB_2005,Albania,2005,35,1,2,2,NA
ALB_2005,Albania,2005,23,2,2,5,5
ALB_2005,Albania,2005,21,2,2,4,5
ALB_2005,Albania,2005,47,1,2,2,5
ALB_2005,Albania,2005,54,2,2,3,5
ALB_2005,Albania,2005,67,1,2,5,5
ALB_2005,Albania,2005,35,1,2,1,3
ALB_2005,Albania,2005,48,1,1,1,4
ALB_2005,Albania,2005,46,1,2,2,5
ALB_2005,Albania,2005,35,1,2,2,4
ALB_2005,Albania,2005,55,2,2,2,5
ALB_2005,Albania,2005,18,2,NA,5,1
ALB_2005,Albania,2005,27,1,2,3,3
ALB_2005,Albania,2005,66,1,2,3,2
ALB_2005,Albania,2005,48,1,2,2,5
ALB_2005,Albania,2005,26,2,2,2,4
ALB_2005,Albania,2005,18,1,2,2,3
ALB_2005,Albania,2005,19,2,2,2,5
ALB_2005,Albania,2005,41,1,2,2,4
ALB_2005,Albania,2005,45,2,2,4,1
ALB_2005,Albania,2005,34,2,2,3,5
ALB_2005,Albania,2005,52,2,2,1,3
ALB_2005,Albania,2005,75,2,2,2,5
ALB_2005,Albania,2005,46,2,2,2,3
ALB_2005,Albania,2005,40,2,2,3,2
ALB_2005,Albania,2005,38,1,2,3,5
ALB_2005,Albania,2005,39,1,2,5,5
ALB_2005,Albania,2005,47,1,2,4,5
ALB_2005,Albania,2005,45,2,2,2,4
ALB_2005,Albania,2005,31,2,2,2,3
ALB_2005,Albania,2005,23,1,2,4,4
ALB_2005,Albania,2005,28,1,2,2,3
ALB_2005,Albania,2005,30,2,2,2,5
ALB_2005,Albania,2005,53,1,1,5,5
ALB_2005,Albania,2005,28,1,2,1,5
ALB_2005,Albania,2005,23,2,2,1,1
ALB_2005,Albania,2005,49,1,1,2,5
ALB_2005,Albania,2005,42,2,2,1,4
ALB_2005,Albania,2005,36,1,2,3,5
ALB_2005,Albania,2005,32,1,2,5,4
ALB_2005,Albania,2005,27,1,2,3,4
ALB_2005,Albania,2005,21,2,2,NA,NA
ALB_2005,Albania,2005,42,1,2,2,5
ALB_2005,Albania,2005,33,1,1,3,5
ALB_2005,Albania,2005,30,2,2,5,5
ALB_2005,Albania,2005,50,2,2,2,5
ALB_2005,Albania,2005,26,2,2,3,3
ALB_2005,Albania,2005,34,2,2,5,5
ALB_2005,Albania,2005,46,1,2,3,5
ALB_2005,Albania,2005,37,1,2,1,5
ALB_2005,Albania,2005,29,1,2,4,5
ALB_2005,Albania,2005,43,2,1,5,5
ALB_2005,Albania,2005,38,2,2,4,1
ALB_2005,Albania,2005,59,1,2,1,5
ALB_2005,Albania,2005,31,2,2,2,4
ALB_2005,Albania,2005,55,1,2,3,4
ALB_2005,Albania,2005,51,1,1,4,4
ALB_2005,Albania,2005,51,2,2,2,3
ALB_2005,Albania,2005,23,2,2,3,1
ALB_2005,Albania,2005,18,1,2,2,5
ALB_2005,Albania,2005,68,2,2,3,5
ALB_2005,Albania,2005,50,2,1,4,2
ALB_2005,Albania,2005,41,2,2,NA,5
ALB_2005,Albania,2005,22,2,2,2,1
ALB_2005,Albania,2005,57,1,1,4,5
ALB_2005,Albania,2005,54,1,2,3,5
ALB_2005,Albania,2005,27,1,2,5,5
ALB_2005,Albania,2005,18,1,2,2,5
ALB_2005,Albania,2005,52,1,2,1,5
ALB_2005,Albania,2005,46,1,2,2,5
ALB_2005,Albania,2005,26,1,2,1,5
ALB_2005,Albania,2005,31,1,2,1,5
ALB_2005,Albania,2005,60,1,2,1,5
ALB_2005,Albania,2005,55,1,2,2,5
ALB_2005,Albania,2005,56,1,2,1,5
ALB_2005,Albania,2005,34,1,2,1,5
ALB_2005,Albania,2005,26,1,2,1,5
ALB_2005,Albania,2005,46,2,2,4,4
ALB_2005,Albania,2005,35,2,2,1,1
ALB_2005,Albania,2005,49,1,2,1,5
ALB_2005,Albania,2005,27,1,2,5,5
ALB_2005,Albania,2005,65,1,1,4,5
ALB_2005,Albania,2005,33,2,2,3,5
ALB_2005,Albania,2005,52,1,2,3,5
ALB_2005,Albania,2005,50,1,2,2,4
ALB_2005,Albania,2005,36,1,2,4,4
ALB_2005,Albania,2005,54,1,2,2,5
ALB_2005,Albania,2005,29,2,2,3,4
ALB_2005,Albania,2005,39,2,2,1,5
ALB_2005,Albania,2005,54,2,2,3,5
ALB_2005,Albania,2005,45,2,2,4,5
ALB_2005,Albania,2005,45,1,2,2,5
ALB_2005,Albania,2005,31,2,2,4,4
ALB_2005,Albania,2005,23,1,2,3,3
ALB_2005,Albania,2005,41,1,2,4,5
ALB_2005,Albania,2005,23,2,2,2,5
ALB_2005,Albania,2005,51,2,2,5,5
ALB_2005,Albania,2005,44,2,2,3,5
ALB_2005,Albania,2005,61,1,2,3,5
ALB_2005,Albania,2005,21,1,2,2,5
ALB_2005,Albania,2005,46,1,2,4,5
ALB_2005,Albania,2005,41,2,2,2,5
ALB_2005,Albania,2005,26,1,2,5,5
ALB_2005,Albania,2005,55,2,2,5,5
ALB_2005,Albania,2005,44,2,2,2,4
ALB_2005,Albania,2005,23,1,2,3,2
ALB_2005,Albania,2005,19,1,2,5,5
ALB_2005,Albania,2005,19,1,2,4,5
ALB_2005,Albania,2005,20,1,2,3,5
ALB_2005,Albania,2005,53,1,2,2,4
ALB_2005,Albania,2005,32,2,2,2,4
ALB_2005,Albania,2005,34,2,2,2,4
ALB_2005,Albania,2005,66,1,2,1,4
ALB_2005,Albania,2005,51,2,2,4,5
ALB_2005,Albania,2005,32,2,2,3,5
ALB_2005,Albania,2005,62,1,2,5,5
ALB_2005,Albania,2005,23,1,2,5,5
ALB_2005,Albania,2005,44,2,2,3,5
ALB_2005,Albania,2005,75,2,2,1,5
ALB_2005,Albania,2005,79,1,2,5,5
ALB_2005,Albania,2005,48,1,2,3,5
ALB_2005,Albania,2005,19,2,2,5,5
ALB_2005,Albania,2005,37,2,2,3,5
ALB_2005,Albania,2005,49,1,2,1,5
ALB_2005,Albania,2005,42,2,2,4,2
ALB_2005,Albania,2005,44,1,2,4,5
ALB_2005,Albania,2005,69,1,2,3,4
ALB_2005,Albania,2005,28,1,2,3,4
ALB_2005,Albania,2005,23,1,2,2,1
ALB_2005,Albania,2005,24,2,2,2,5
ALB_2005,Albania,2005,41,1,2,5,5
ALB_2005,Albania,2005,32,1,2,4,5
ALB_2005,Albania,2005,43,2,2,2,5
ALB_2005,Albania,2005,32,1,2,4,3
ALB_2005,Albania,2005,40,1,1,5,4
ALB_2005,Albania,2005,29,1,2,2,3
ALB_2005,Albania,2005,41,2,1,3,2
ALB_2005,Albania,2005,37,1,2,4,5
ALB_2005,Albania,2005,31,1,2,2,5
ALB_2005,Albania,2005,66,1,2,1,5
ALB_2005,Albania,2005,55,1,2,3,5
ALB_2005,Albania,2005,75,1,2,2,5
ALB_2005,Albania,2005,33,2,2,1,5
ALB_2005,Albania,2005,48,1,1,5,4
ALB_2005,Albania,2005,24,1,2,2,2
ALB_2005,Albania,2005,52,2,2,2,5
ALB_2005,Albania,2005,42,1,2,2,5
ALB_2005,Albania,2005,24,2,2,NA,5
ALB_2005,Albania,2005,42,1,2,1,5
ALB_2005,Albania,2005,36,1,2,2,5
ALB_2005,Albania,2005,58,2,2,3,5
ALB_2005,Albania,2005,38,1,2,NA,5
ALB_2005,Albania,2005,34,1,2,5,5
ALB_2005,Albania,2005,20,1,2,5,5
ALB_2005,Albania,2005,42,2,1,4,5
ALB_2005,Albania,2005,41,2,2,1,NA
ALB_2005,Albania,2005,50,2,2,3,5
ALB_2005,Albania,2005,29,2,2,5,3
ALB_2005,Albania,2005,49,1,2,1,5
ALB_2005,Albania,2005,57,2,1,5,5
ALB_2005,Albania,2005,53,2,2,3,5
ALB_2005,Albania,2005,23,2,2,4,5
ALB_2005,Albania,2005,31,2,2,4,5
ALB_2005,Albania,2005,20,1,2,3,5
ALB_2005,Albania,2005,30,1,2,3,5
ALB_2005,Albania,2005,45,1,2,2,NA
ALB_2005,Albania,2005,20,2,2,3,4
ALB_2005,Albania,2005,34,1,2,5,5
ALB_2005,Albania,2005,71,2,2,2,2
ALB_2005,Albania,2005,43,1,2,5,5
ALB_2005,Albania,2005,55,1,2,2,5
ALB_2005,Albania,2005,45,2,2,2,4
ALB_2005,Albania,2005,61,2,2,NA,5
ALB_2005,Albania,2005,36,1,2,2,5
ALB_2005,Albania,2005,51,1,2,2,2
ALB_2005,Albania,2005,62,1,1,3,5
ALB_2005,Albania,2005,64,2,2,1,5
ALB_2005,Albania,2005,37,1,2,1,5
ALB_2005,Albania,2005,32,1,2,5,5
ALB_2005,Albania,2005,48,2,2,5,5
ALB_2005,Albania,2005,49,2,2,4,4
ALB_2005,Albania,2005,44,1,2,2,5
ALB_2005,Albania,2005,44,2,2,5,5
ALB_2005,Albania,2005,42,1,2,4,2
ALB_2005,Albania,2005,46,2,2,4,3
ALB_2005,Albania,2005,61,2,2,4,5
ALB_2005,Albania,2005,42,2,2,5,5
ALB_2005,Albania,2005,20,2,2,4,5
ALB_2005,Albania,2005,19,1,2,3,4
ALB_2005,Albania,2005,57,1,2,5,5
ALB_2005,Albania,2005,64,2,2,2,3
ALB_2005,Albania,2005,38,2,2,3,2
ALB_2005,Albania,2005,44,1,2,5,2
ALB_2005,Albania,2005,72,1,2,2,1
ALB_2005,Albania,2005,28,2,2,4,3
ALB_2005,Albania,2005,32,2,2,5,2
ALB_2005,Albania,2005,62,1,2,3,2
ALB_2005,Albania,2005,41,1,2,3,4
ALB_2005,Albania,2005,38,1,2,5,5
ALB_2005,Albania,2005,43,1,2,3,5
ALB_2005,Albania,2005,25,2,2,2,5
ALB_2005,Albania,2005,78,1,2,3,5
ALB_2005,Albania,2005,38,2,2,2,5
ALB_2005,Albania,2005,33,2,1,5,5
ALB_2005,Albania,2005,56,1,2,2,5
ALB_2005,Albania,2005,65,2,2,2,3
ALB_2005,Albania,2005,65,2,2,1,1
ALB_2005,Albania,2005,25,1,2,2,3
ALB_2005,Albania,2005,63,1,2,1,3
ALB_2005,Albania,2005,41,1,2,3,5
ALB_2005,Albania,2005,42,2,2,3,NA
ALB_2005,Albania,2005,56,1,2,3,2
ALB_2005,Albania,2005,63,2,2,3,1
ALB_2005,Albania,2005,27,1,2,5,1
ALB_2005,Albania,2005,25,2,2,5,5
ALB_2005,Albania,2005,74,2,2,1,3
ALB_2005,Albania,2005,58,2,2,2,2
ALB_2005,Albania,2005,32,2,2,3,5
ALB_2005,Albania,2005,65,2,2,3,5
ALB_2005,Albania,2005,26,2,2,2,5
ALB_2005,Albania,2005,22,1,NA,2,NA
ALB_2005,Albania,2005,71,2,2,5,5
ALB_2005,Albania,2005,63,2,2,1,4
ALB_2005,Albania,2005,59,2,2,1,5
ALB_2005,Albania,2005,25,1,2,3,5
ALB_2005,Albania,2005,36,2,2,2,4
ALB_2005,Albania,2005,42,1,2,2,5
ALB_2005,Albania,2005,52,2,2,3,5
ALB_2005,Albania,2005,63,1,2,1,5
ALB_2005,Albania,2005,87,1,2,2,3
ALB_2005,Albania,2005,56,1,2,2,5
ALB_2005,Albania,2005,46,1,NA,4,5
ALB_2005,Albania,2005,24,2,2,4,5
ALB_2005,Albania,2005,61,1,2,5,5
ALB_2005,Albania,2005,37,NA,2,4,5
ALB_2005,Albania,2005,26,1,1,4,5
ALB_2005,Albania,2005,55,1,2,5,5
ALB_2005,Albania,2005,20,2,2,4,1
ALB_2005,Albania,2005,28,2,2,3,5
ALB_2005,Albania,2005,19,1,2,5,5
ALB_2005,Albania,2005,48,2,2,2,5
ALB_2005,Albania,2005,56,2,2,4,5
ALB_2005,Albania,2005,50,2,2,2,5
ALB_2005,Albania,2005,34,2,2,4,5
ALB_2005,Albania,2005,56,2,2,5,1
ALB_2005,Albania,2005,53,1,2,2,5
ALB_2005,Albania,2005,47,2,2,4,5
ALB_2005,Albania,2005,19,2,2,4,5
ALB_2005,Albania,2005,33,2,1,4,5
ALB_2005,Albania,2005,49,2,2,4,4
ALB_2005,Albania,2005,24,2,2,5,5
ALB_2005,Albania,2005,44,1,2,5,5
ALB_2005,Albania,2005,51,1,1,4,4
ALB_2005,Albania,2005,35,1,2,2,4
ALB_2005,Albania,2005,54,1,1,5,5
ALB_2005,Albania,2005,24,2,1,4,5
ALB_2005,Albania,2005,80,1,2,2,5
ALB_2005,Albania,2005,44,2,2,3,5
ALB_2005,Albania,2005,48,2,2,4,5
ALB_2005,Albania,2005,38,1,2,4,5
ALB_2005,Albania,2005,46,2,2,2,4
ALB_2005,Albania,2005,55,1,2,4,5
ALB_2005,Albania,2005,29,2,2,3,5
ALB_2005,Albania,2005,48,2,1,5,5
ALB_2005,Albania,2005,33,1,2,2,4
ALB_2005,Albania,2005,42,2,2,2,5
ALB_2005,Albania,2005,50,2,2,1,5
ALB_2005,Albania,2005,31,1,2,1,3
ALB_2005,Albania,2005,53,2,2,1,4
ALB_2005,Albania,2005,27,1,2,1,5
ALB_2005,Albania,2005,53,1,2,1,3
ALB_2005,Albania,2005,45,1,2,2,4
ALB_2005,Albania,2005,59,2,2,4,1
ALB_2005,Albania,2005,72,1,2,1,5
ALB_2005,Albania,2005,49,2,2,4,4
ALB_2005,Albania,2005,58,1,2,2,3
ALB_2005,Albania,2005,58,1,2,2,2
ALB_2005,Albania,2005,23,2,2,5,5
ALB_2005,Albania,2005,57,2,1,4,3
ALB_2005,Albania,2005,38,2,2,3,5
ALB_2005,Albania,2005,44,1,1,3,5
ALB_2005,Albania,2005,39,2,2,3,5
ALB_2005,Albania,2005,53,2,2,4,5
ALB_2005,Albania,2005,55,2,2,1,5
ALB_2005,Albania,2005,30,2,2,NA,5
ALB_2005,Albania,2005,35,1,2,5,5
ALB_2005,Albania,2005,52,2,2,4,5
ALB_2005,Albania,2005,48,1,2,4,5
ALB_2005,Albania,2005,66,1,2,3,5
ALB_2005,Albania,2005,75,1,2,5,1
ALB_2005,Albania,2005,18,1,2,5,5
ALB_2005,Albania,2005,47,2,2,3,4
ALB_2005,Albania,2005,30,2,2,4,5
ALB_2005,Albania,2005,48,2,2,1,5
ALB_2005,Albania,2005,29,2,2,4,5
ALB_2005,Albania,2005,75,1,2,1,5
ALB_2005,Albania,2005,39,2,2,5,5
ALB_2005,Albania,2005,32,2,2,3,5
ALB_2005,Albania,2005,50,2,2,5,5
ALB_2005,Albania,2005,32,2,2,3,5
ALB_2005,Albania,2005,22,2,2,5,3
ALB_2005,Albania,2005,40,1,2,1,5
ALB_2005,Albania,2005,22,1,2,2,5
ALB_2005,Albania,2005,27,2,2,5,5
ALB_2005,Albania,2005,65,1,2,2,5
ALB_2005,Albania,2005,19,2,2,5,1
ALB_2005,Albania,2005,38,2,2,5,4
ALB_2005,Albania,2005,87,2,2,4,2
ALB_2005,Albania,2005,41,1,2,5,5
ALB_2005,Albania,2005,23,1,2,4,4
ALB_2005,Albania,2005,32,1,2,5,3
ALB_2005,Albania,2005,41,2,2,5,5
ALB_2005,Albania,2005,55,1,2,3,5
ALB_2005,Albania,2005,33,2,2,4,1
ALB_2005,Albania,2005,59,1,2,2,2
ALB_2005,Albania,2005,60,1,2,3,1
ALB_2005,Albania,2005,65,1,2,2,5
ALB_2005,Albania,2005,65,1,2,4,1
ALB_2005,Albania,2005,27,1,2,5,5
ALB_2005,Albania,2005,55,1,2,5,1
ALB_2005,Albania,2005,47,1,2,2,3
ALB_2005,Albania,2005,42,1,2,5,2
ALB_2005,Albania,2005,31,2,2,5,5
ALB_2005,Albania,2005,21,1,2,3,1
ALB_2005,Albania,2005,41,2,2,2,5
ALB_2005,Albania,2005,37,1,2,3,5
ALB_2005,Albania,2005,25,2,1,5,5
ALB_2005,Albania,2005,26,2,2,2,5
ALB_2005,Albania,2005,44,2,2,4,5
ALB_2005,Albania,2005,43,1,2,4,5
ALB_2005,Albania,2005,57,1,2,5,5
ALB_2005,Albania,2005,50,2,2,3,5
ALB_2005,Albania,2005,55,1,2,2,5
ALB_2005,Albania,2005,26,1,2,4,4
ALB_2005,Albania,2005,69,1,2,2,3
ALB_2005,Albania,2005,26,1,2,NA,2
ALB_2005,Albania,2005,23,1,2,NA,2
ALB_2005,Albania,2005,28,1,2,5,5
ALB_2005,Albania,2005,27,1,2,NA,2
ALB_2005,Albania,2005,23,1,2,5,2
ALB_2005,Albania,2005,55,1,2,2,5
ALB_2005,Albania,2005,72,2,2,NA,5
ALB_2005,Albania,2005,35,2,2,3,4
ALB_2005,Albania,2005,65,2,2,NA,4
ALB_2005,Albania,2005,39,2,2,2,5
ALB_2005,Albania,2005,68,1,2,NA,5
ALB_2005,Albania,2005,26,1,2,5,3
ALB_2005,Albania,2005,17,1,2,2,4
ALB_2005,Albania,2005,48,1,2,2,4
ALB_2005,Albania,2005,35,1,2,2,4
ALB_2005,Albania,2005,49,2,2,2,5
ALB_2005,Albania,2005,25,2,2,2,5
ALB_2005,Albania,2005,40,1,2,4,4
ALB_2005,Albania,2005,59,1,2,5,3
ALB_2005,Albania,2005,37,2,2,4,3
ALB_2005,Albania,2005,66,2,2,1,5
ALB_2005,Albania,2005,33,2,2,4,1
ALB_2005,Albania,2005,44,1,2,2,5
ALB_2005,Albania,2005,25,2,2,2,2
ALB_2005,Albania,2005,45,2,2,2,4
ALB_2005,Albania,2005,48,1,2,5,5
ALB_2005,Albania,2005,70,1,2,2,5
ALB_2005,Albania,2005,47,1,1,5,5
ALB_2005,Albania,2005,57,1,2,4,5
ALB_2005,Albania,2005,35,1,1,5,1
ALB_2005,Albania,2005,23,1,2,5,5
ALB_2005,Albania,2005,21,1,2,4,5
ALB_2005,Albania,2005,45,1,2,3,5
ALB_2005,Albania,2005,64,1,2,1,5
ALB_2005,Albania,2005,51,1,2,5,5
ALB_2005,Albania,2005,40,2,2,1,1
ALB_2005,Albania,2005,48,1,2,3,1
ALB_2005,Albania,2005,35,2,2,2,5
ALB_2005,Albania,2005,23,1,2,2,2
ALB_2005,Albania,2005,68,2,2,4,NA
ALB_2005,Albania,2005,24,1,2,5,1
ALB_2005,Albania,2005,20,2,2,3,3
ALB_2005,Albania,2005,54,2,1,5,3
ALB_2005,Albania,2005,21,2,2,5,4
ALB_2005,Albania,2005,30,1,2,5,5
ALB_2005,Albania,2005,34,1,2,2,4
ALB_2005,Albania,2005,25,1,2,4,5
ALB_2005,Albania,2005,56,2,2,5,5
ALB_2005,Albania,2005,36,1,1,5,5
ALB_2005,Albania,2005,44,1,2,5,2
ALB_2005,Albania,2005,34,2,1,5,3
ALB_2005,Albania,2005,57,2,2,3,5
ALB_2005,Albania,2005,59,1,2,3,5
ALB_2005,Albania,2005,68,2,NA,5,3
ALB_2005,Albania,2005,38,1,2,1,5
ALB_2005,Albania,2005,45,1,2,1,5
ALB_2005,Albania,2005,46,2,2,4,5
ALB_2005,Albania,2005,30,2,2,4,5
ALB_2005,Albania,2005,44,1,2,2,1
ALB_2005,Albania,2005,31,1,2,1,5
ALB_2005,Albania,2005,68,2,2,2,5
ALB_2005,Albania,2005,35,1,2,2,5
ALB_2005,Albania,2005,67,1,2,3,4
ALB_2005,Albania,2005,18,1,1,5,NA
ALB_2005,Albania,2005,29,2,2,4,5
ALB_2005,Albania,2005,51,2,2,4,5
ALB_2005,Albania,2005,37,1,2,4,5
ALB_2005,Albania,2005,22,2,2,4,5
ALB_2005,Albania,2005,84,1,2,3,5
ALB_2005,Albania,2005,51,2,2,1,3
ALB_2005,Albania,2005,46,2,1,5,4
ALB_2005,Albania,2005,65,1,2,4,3
ALB_2005,Albania,2005,21,1,2,5,3
ALB_2005,Albania,2005,19,2,2,5,5
ALB_2005,Albania,2005,51,2,1,3,4
ALB_2005,Albania,2005,62,2,2,3,3
ALB_2005,Albania,2005,36,2,2,4,3
ALB_2005,Albania,2005,61,2,2,3,5
ALB_2005,Albania,2005,60,1,2,5,1
ALB_2005,Albania,2005,25,1,2,2,5
ALB_2005,Albania,2005,18,2,2,2,5
ALB_2005,Albania,2005,51,1,2,4,1
ALB_2005,Albania,2005,38,2,2,3,5
ALB_2005,Albania,2005,24,2,2,4,5
ALB_2005,Albania,2005,32,1,2,5,5
ALB_2005,Albania,2005,59,1,1,1,5
ALB_2005,Albania,2005,38,1,2,5,5
ALB_2005,Albania,2005,25,2,2,3,5
ALB_2005,Albania,2005,43,1,1,5,5
ALB_2005,Albania,2005,33,1,2,5,5
ALB_2005,Albania,2005,65,2,2,1,4
ALB_2005,Albania,2005,61,2,2,2,3
ALB_2005,Albania,2005,49,2,2,1,2
ALB_2005,Albania,2005,50,1,2,2,2
AUS_2004,Australia,2004,56,1,1,1,4
AUS_2004,Australia,2004,66,1,2,3,3
AUS_2004,Australia,2004,25,2,2,4,5
AUS_2004,Australia,2004,56,1,2,2,2
AUS_2004,Australia,2004,57,1,2,5,4
AUS_2004,Australia,2004,22,1,2,5,5
AUS_2004,Australia,2004,36,1,NA,2,4
AUS_2004,Australia,2004,65,2,2,2,2
AUS_2004,Australia,2004,21,2,NA,3,1
AUS_2004,Australia,2004,56,1,2,2,4
AUS_2004,Australia,2004,39,2,1,4,4
AUS_2004,Australia,2004,45,1,2,4,5
AUS_2004,Australia,2004,21,2,2,2,4
AUS_2004,Australia,2004,53,2,2,2,5
AUS_2004,Australia,2004,66,1,2,2,4
AUS_2004,Australia,2004,53,2,2,5,2
AUS_2004,Australia,2004,NA,1,1,4,2
AUS_2004,Australia,2004,NA,1,2,NA,3
AUS_2004,Australia,2004,56,1,1,1,5
AUS_2004,Australia,2004,42,1,2,1,1
AUS_2004,Australia,2004,75,2,2,2,5
AUS_2004,Australia,2004,40,2,2,3,4
AUS_2004,Australia,2004,44,2,2,5,5
AUS_2004,Australia,2004,44,2,1,4,2
AUS_2004,Australia,2004,38,1,1,4,3
AUS_2004,Australia,2004,66,2,2,3,4
AUS_2004,Australia,2004,57,2,2,2,5
AUS_2004,Australia,2004,41,1,2,2,5
AUS_2004,Australia,2004,61,2,2,2,4
AUS_2004,Australia,2004,46,1,2,4,4
AUS_2004,Australia,2004,32,1,1,5,5
AUS_2004,Australia,2004,62,2,2,4,5
AUS_2004,Australia,2004,46,2,1,5,2
AUS_2004,Australia,2004,46,2,2,1,5
AUS_2004,Australia,2004,48,2,1,5,4
AUS_2004,Australia,2004,49,1,2,1,4
AUS_2004,Australia,2004,19,2,2,1,5
AUS_2004,Australia,2004,51,2,2,3,4
AUS_2004,Australia,2004,30,2,NA,1,4
AUS_2004,Australia,2004,86,2,NA,NA,5
AUS_2004,Australia,2004,27,1,2,4,5
AUS_2004,Australia,2004,30,2,2,1,4
AUS_2004,Australia,2004,56,1,1,5,4
AUS_2004,Australia,2004,64,1,2,NA,5
